residual_growth_fraction_alpha	time_after_dual_limit_h	residual_growth_rate_h-1	PHB_capacity_g_gDW_h	relative_residual_biomass	relative_PHB_mass	PHB_wt_pct
0.1	5.800000000000001	0.0143666020972685	0.2873924445531719	1.0868963964728813	1.7382932746464195	61.52837426868165
0.1	5.9	0.0143666020972685	0.2873924445531719	1.0884590194881736	1.7695523048081365	61.915510612745024
0.1	6.0	0.0143666020972685	0.2873924445531719	1.0900238890751686	1.800856275849341	62.29439385621739
0.1	6.1000000000000005	0.0143666020972685	0.2873924445531719	1.0915910084637457	1.8322052523812016	62.66528475043993
0.1	6.2	0.0143666020972685	0.2873924445531719	1.0931603808884285	1.8635992991077885	63.02843317689494
0.1	6.300000000000001	0.0143666020972685	0.2873924445531719	1.0947320095883906	1.8950384808261922	63.384078707774414
0.1	6.4	0.0143666020972685	0.2873924445531719	1.096305897807462	1.9265228624266533	63.732451132211864
0.1	6.5	0.0143666020972685	0.2873924445531719	1.0978820487941374	1.9580525088927205	64.07377095060693
0.1	6.6000000000000005	0.0143666020972685	0.2873924445531719	1.0994604658015812	1.9896274853013605	64.4082498392762
0.1	6.7	0.0143666020972685	0.2873924445531719	1.1010411520876346	2.021247856823096	64.73609108748862
0.1	6.800000000000001	0.0143666020972685	0.2873924445531719	1.1026241109148232	2.052913688722152	65.0574900087816
0.1	6.9	0.0143666020972685	0.2873924445531719	1.1042093455503625	2.084625046356581	65.37263432830584
0.1	7.0	0.0143666020972685	0.2873924445531719	1.1057968592661658	2.116381995178399	65.68170454781345
0.1	7.1000000000000005	0.0143666020972685	0.2873924445531719	1.10738665533885	2.1481846007337264	65.98487428978078
0.1	7.2	0.0143666020972685	0.2873924445531719	1.1089787370497433	2.1800329286629165	66.28231062204364
0.1	7.300000000000001	0.0143666020972685	0.2873924445531719	1.1105731076848906	2.2119270447006887	66.57417436422114
0.1	7.4	0.0143666020972685	0.2873924445531719	1.1121697705350617	2.2438670146762725	66.86062037710867
0.1	7.5	0.0143666020972685	0.2873924445531719	1.1137687288957574	2.2758529045135383	67.14179783613417
0.1	7.6000000000000005	0.0143666020972685	0.2873924445531719	1.1153699860672168	2.307884780231146	67.41785048989242
0.1	7.7	0.0143666020972685	0.2873924445531719	1.116973545354423	2.339962707942649	67.68891690469839
0.1	7.800000000000001	0.0143666020972685	0.2873924445531719	1.118579410067111	2.3720867538566663	67.95513069603477
0.1	7.9	0.0143666020972685	0.2873924445531719	1.120187583519774	2.4042569842770005	68.21662074770454
0.1	8.0	0.0143666020972685	0.2873924445531719	1.1217980690316711	2.4364734656027798	68.47351141944495
0.1	8.1	0.0143666020972685	0.2873924445531719	1.1234108699268328	2.468736264328596	68.72592274370493
0.1	8.200000000000001	0.0143666020972685	0.2873924445531719	1.1250259895340686	2.501045447044634	68.97397061224031
0.1	8.3	0.0143666020972685	0.2873924445531719	1.126643431186974	2.5334010804368168	69.21776695313646
0.1	8.4	0.0143666020972685	0.2873924445531719	1.1282631982239368	2.5658032312869414	69.45741989882605
0.1	8.5	0.0143666020972685	0.2873924445531719	1.1298852939881454	2.5982519664728265	69.69303394563217
0.1	8.6	0.0143666020972685	0.2873924445531719	1.1315097218275934	2.630747352968422	69.92471010533106
0.1	8.700000000000001	0.0143666020972685	0.2873924445531719	1.1331364850950885	2.6632894578439803	70.15254604919669
0.1	8.8	0.0143666020972685	0.2873924445531719	1.1347655871482585	2.6958783482661723	70.37663624495838
0.1	8.9	0.0143666020972685	0.2873924445531719	1.1363970313495584	2.7285140914982358	70.59707208707496
0.1	9.0	0.0143666020972685	0.2873924445531719	1.1380308210662777	2.7611967549001184	70.8139420207033
0.1	9.1	0.0143666020972685	0.2873924445531719	1.1396669596705469	2.7939264059286053	71.02733165971372
0.1	9.200000000000001	0.0143666020972685	0.2873924445531719	1.141305450539344	2.826703112137459	71.23732389908393
0.1	9.3	0.0143666020972685	0.2873924445531719	1.142946297054503	2.8595269411775734	71.44399902198094
