gene_id	associated_reactions	growth_WT_h-1	growth_KO_h-1	growth_ratio	solver_status	essentiality_label
EHJ91338_1	CYO1_KT	0.2902343858032029	0.16610927018937005	0.5723280159574289	optimal	Growth-reducing
EHJ91337_1	CYO1_KT	0.2902343858032029	0.16610927018937477	0.5723280159574451	optimal	Growth-reducing
EHJ91339_1	CYO1_KT	0.2902343858032029	0.1661092701893931	0.5723280159575082	optimal	Growth-reducing
EHJ92003_1	NADHNQR	0.2902343858032029	0.24179569062694392	0.8331049057395169	optimal	Growth-reducing
EHJ92001_1	NADHNQR	0.2902343858032029	0.24179569062697126	0.8331049057396112	optimal	Growth-reducing
EHJ92000_1	NADHNQR	0.2902343858032029	0.24179569062697315	0.8331049057396176	optimal	Growth-reducing
EHJ91998_1	NADHNQR	0.2902343858032029	0.24179569062697318	0.8331049057396177	optimal	Growth-reducing
EHJ92002_1	NADHNQR	0.2902343858032029	0.24179569062697343	0.8331049057396186	optimal	Growth-reducing
EHJ91999_1	NADHNQR	0.2902343858032029	0.2417956906269841	0.8331049057396553	optimal	Growth-reducing
EHJ94200_1	PGK	0.2902343858032029	0.26280660560059455	0.9054978267764382	optimal	Growth-reducing
EHJ93591_1	GCDH;GLUTCOADHc	0.2902343858032029	0.27678109611948554	0.9536468098137775	optimal	Non-essential
EHJ93573_1	ENO	0.2902343858032029	0.27679531735486695	0.9536958089540484	optimal	Non-essential
EHJ91541_1	ACOAD10f;ACOAD11f;ACOAD12f;ACOAD13f;ACOAD14f;ACOAD15f;ACOAD16f;ACOAD17f;ACOAD18f;ACOAD19f;ACOAD1f;ACOAD2;ACOAD20f;ACOAD21f;ACOAD22f;ACOAD23f;ACOAD24f;ACOAD25f;ACOAD26f;ACOAD27f;ACOAD28f;ACOAD29f;ACOAD2f;ACOAD3;ACOAD30f;ACOAD31f;ACOAD32f;ACOAD33f;ACOAD34f;ACOAD3f;ACOAD4;ACOAD4f;ACOAD5;ACOAD5f;ACOAD6;ACOAD6f;ACOAD7;ACOAD7f;ACOAD8f;VCOAD	0.2902343858032029	0.2793710439459952	0.9625704520601714	optimal	Non-essential
EHJ91606_1	CD6P;CT6PT;ID6P;PFK;PFK_3;UT6PT;r0191	0.2902343858032029	0.27975172641376483	0.9638820901237184	optimal	Non-essential
EHJ93894_1	TPI	0.2902343858032029	0.2797544423584123	0.9638914478868928	optimal	Non-essential
EHJ93188_1	CS	0.2902343858032029	0.2801341183609188	0.9651996181833096	optimal	Non-essential
EHJ91153_1	MDH	0.2902343858032029	0.2831664871598423	0.975647617962976	optimal	Non-essential
EHJ92906_1	AADa;AADb;ACCOAL;ACS;APAT_1;PACPT_1	0.2902343858032029	0.2844459365230001	0.9800559493866184	optimal	Non-essential
EHJ91708_1	MTHFC;MTHFD	0.2902343858032029	0.28811060885249024	0.9926825453681677	optimal	Non-essential
EHJ92621_1	CBMKr	0.2902343858032029	0.2885896862775853	0.99433320238377	optimal	Non-essential
EHJ93185_1	SUCDi	0.2902343858032029	0.28920279521251907	0.9964456637767818	optimal	Non-essential
EHJ93209_1	TALA	0.2902343858032029	0.2893106672511678	0.9968173359284126	optimal	Non-essential
EHJ93179_1	GLCOAS;SUCOAS	0.2902343858032029	0.2893618161688527	0.9969935690702691	optimal	Non-essential
EHJ93180_1	SUCOAS	0.2902343858032029	0.2893618161688538	0.996993569070273	optimal	Non-essential
EHJ91365_1	ACGS;ORNTAC	0.2902343858032029	0.28957510237722456	0.9977284448079651	optimal	Non-essential
EHJ94415_1	MALS	0.2902343858032029	0.29006686040459284	0.9994227927261395	optimal	Non-essential
EHJ93794_1	ALAD_L;GLYDHDA	0.2902343858032029	0.2900672720105301	0.9994242109107427	optimal	Non-essential
EHJ93086_1	ALATA_D2;ALATA_L2;GHMT2r;MS_1;THRA;THRA2	0.2902343858032029	0.29023134707184767	0.9999895300780891	optimal	Non-essential
EHJ94527_1	GLYBACT1r	0.2902343858032029	0.29023438580312577	0.9999999999997343	optimal	Non-essential
EHJ91691_1	GLYCL	0.2902343858032029	0.2902343858031983	0.9999999999999843	optimal	Non-essential
EHJ93872_1	ALATA_L;PHETA1;TYRTA;VPAMTr	0.2902343858032029	0.29023438580320154	0.9999999999999954	optimal	Non-essential
EHJ92017_1	MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp	0.2902343858032029	0.290234385803202	0.9999999999999969	optimal	Non-essential
EHJ91925_1	ADPT;GUAPRT	0.2902343858032029	0.290234385803203	1.0000000000000004	optimal	Non-essential
EHJ93688_1	PMDPHT	0.2902343858032029	0.2902343858032034	1.0000000000000018	optimal	Non-essential
EHJ94298_1	G1PACT;UAGDP;UDPACGLP	0.2902343858032029	0.2902343858032036	1.0000000000000024	optimal	Non-essential
EHJ94613_1	PYDXOR	0.2902343858032029	0.2902343858032038	1.0000000000000033	optimal	Non-essential
EHJ93388_1	DOPDH	0.2902343858032029	0.29023438580320393	1.0000000000000036	optimal	Non-essential
EHJ91657_1	NO3t7pp	0.2902343858032029	0.290234385803204	1.0000000000000038	optimal	Non-essential
EHJ94645_1	INS2D	0.2902343858032029	0.29023438580320404	1.000000000000004	optimal	Non-essential
EHJ93773_1	ECOAH12	0.2902343858032029	0.2902343858032041	1.0000000000000042	optimal	Non-essential
EHJ93424_1	ASP1DC;GLUDC	0.2902343858032029	0.2902343858032042	1.0000000000000047	optimal	Non-essential
EHJ93655_1	AMPTASECG;CYSDSF;THZPSN	0.2902343858032029	0.29023438580320426	1.0000000000000049	optimal	Non-essential
EHJ93848_1	CYSDS;CYSTL	0.2902343858032029	0.2902343858032043	1.0000000000000049	optimal	Non-essential
EHJ94721_1	2S6HCCi;OXGDC2;SEPHCHCS;SHCHCS2	0.2902343858032029	0.29023438580320426	1.0000000000000049	optimal	Non-essential
EHJ94483_1	UREA	0.2902343858032029	0.29023438580320443	1.0000000000000053	optimal	Non-essential
EHJ94712_1	ACOTA;SDPTA	0.2902343858032029	0.2902343858032045	1.0000000000000056	optimal	Non-essential
EHJ92030_1	OPHBDC	0.2902343858032029	0.29023438580320454	1.0000000000000058	optimal	Non-essential
EHJ92845_1	ALCD19;ALDD19xr;ALDD20x;ALDD2x;ALDD2y;ALDD3y;GLYALDDr	0.2902343858032029	0.29023438580320454	1.0000000000000058	optimal	Non-essential
EHJ92369_1	NADHPO;THIORDXi	0.2902343858032029	0.2902343858032046	1.000000000000006	optimal	Non-essential
EHJ91834_1	CHLabcpp;GLYBabcpp	0.2902343858032029	0.29023438580320493	1.000000000000007	optimal	Non-essential
EHJ93181_1	AKGDH;GLYCL;PDH;PDHcr	0.2902343858032029	0.29023438580320493	1.000000000000007	optimal	Non-essential
EHJ93229_1	GNK	0.2902343858032029	0.29023438580320493	1.000000000000007	optimal	Non-essential
EHJ94771_1	DURAD;DURAD2	0.2902343858032029	0.29023438580320493	1.000000000000007	optimal	Non-essential
EHJ94638_1	RIBabcpp	0.2902343858032029	0.2902343858032051	1.0000000000000075	optimal	Non-essential
EHJ91960_1	YUMPS	0.2902343858032029	0.2902343858032052	1.000000000000008	optimal	Non-essential
EHJ92619_1	ARGDI;ARGDr	0.2902343858032029	0.29023438580320526	1.0000000000000082	optimal	Non-essential
EHJ94641_1	D5KGK	0.2902343858032029	0.29023438580320526	1.0000000000000082	optimal	Non-essential
EHJ94789_1	FDH;FDH5r2pp	0.2902343858032029	0.29023438580320526	1.0000000000000082	optimal	Non-essential
EHJ91384_1	NTPP7;NTPP8	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ92563_1	PRFGS	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ92902_1	3MBt2pp;3MBt4pp;ACt2rpp;ACt4pp;BUTt2rpp;BUTt4pp;PYRt2rpp;PYRt4pp	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ93853_1	LYSDC	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ94094_1	CLPNS120pp;CLPNS140pp;CLPNS141pp;CLPNS160pp;CLPNS161pp;CLPNS180pp;CLPNS181pp	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ94115_1	MNabc	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ94147_1	CDGUNPD	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ94444_1	ARGabcpp;ASPabcpp;GLUabcpp;HISabcpp;ILEabcpp;LEUabcpp;METabcpp;PROabcpp;VALabcpp	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ94446_1	SPMS	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ94486_1	UREA;UREA_1	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ94588_1	GTPCI	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ94702_1	GG15DAPAH;GGDAPAH;GGGABAH	0.2902343858032029	0.2902343858032054	1.0000000000000087	optimal	Non-essential
EHJ91368_1	CBPAH	0.2902343858032029	0.2902343858032055	1.0000000000000089	optimal	Non-essential
EHJ91819_1	3PEPTabcpp;4PEPTabcpp	0.2902343858032029	0.2902343858032055	1.0000000000000089	optimal	Non-essential
EHJ92120_1	EDD	0.2902343858032029	0.2902343858032055	1.0000000000000089	optimal	Non-essential
EHJ92180_1	PROt4;PROt4pp	0.2902343858032029	0.29023438580320543	1.0000000000000089	optimal	Non-essential
EHJ92464_1	ARGabcpp;HISabcpp;LYSabcpp;ORNabcpp	0.2902343858032029	0.2902343858032055	1.0000000000000089	optimal	Non-essential
EHJ92873_1	HIUH_c	0.2902343858032029	0.2902343858032055	1.0000000000000089	optimal	Non-essential
EHJ93785_1	AMPTASECG	0.2902343858032029	0.2902343858032055	1.0000000000000089	optimal	Non-essential
EHJ94615_1	CAT	0.2902343858032029	0.2902343858032055	1.0000000000000089	optimal	Non-essential
EHJ94779_1	NTP3	0.2902343858032029	0.2902343858032055	1.0000000000000089	optimal	Non-essential
EHJ93267_1	DB4PS;GTPCII;GTPCII2	0.2902343858032029	0.2902343858032056	1.0000000000000093	optimal	Non-essential
EHJ91151_1	CD2t4pp;COBALTt4pp;FE2t4pp;NI2t4pp;ZN2t4pp	0.2902343858032029	0.29023438580320565	1.0000000000000095	optimal	Non-essential
EHJ91530_1	NADPHQR2	0.2902343858032029	0.29023438580320565	1.0000000000000095	optimal	Non-essential
EHJ91922_1	UPPRT	0.2902343858032029	0.29023438580320565	1.0000000000000095	optimal	Non-essential
EHJ93318_1	ADNt2;CYTDt2;DADNt2;DCYTt2;DURIt2;THMDt2;URIt2	0.2902343858032029	0.29023438580320565	1.0000000000000095	optimal	Non-essential
EHJ91253_1	IPPS	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ91279_1	NTP3	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ91287_1	DAGK160	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ91381_1	YUMPS	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ91432_1	FE2t	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ91545_1	GLYBabcpp	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ91577_1	MNabc;ZNabc	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ91772_1	NADH10;NADPHQR3	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ92021_1	MCTP1App;MCTP2App	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ92027_1	DGUNC;GUACYC	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ92457_1	NADH10;NADH5;NADH9	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ92631_1	GTHPe	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ92660_1	OXPTNDH;SSALx;SSALy	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ92938_1	FACOAE100;FACOAE120;FACOAE140;FACOAE141;FACOAE160;FACOAE161;FACOAE180;FACOAE181;FACOAE1829Z12Z;FACOAE50;FACOAE60;FACOAE70;FACOAE80;FACOAE90;HATBH;HBRCH;HMR_0260;RHACOAE121d6;RHACOAE141d5;RHACOAET40;RHACOAET60	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ93113_1	ALATA_L	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ93321_1	PPM;PPM2	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ93339_1	MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ93393_1	GALURt2rpp;GLCURt2rpp	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ94093_1	HISabcpp;LEUabcpp;PROabcpp	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ94353_1	PIuabcpp;PPIuabcpp	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ94481_1	UREAabcpp	0.2902343858032029	0.29023438580320576	1.00000000000001	optimal	Non-essential
EHJ94445_1	ARGabcpp;ASPabcpp;GLUabcpp;HISabcpp;ILEabcpp;LEUabcpp;METabcpp;PROabcpp;VALabcpp	0.2902343858032029	0.2902343858032058	1.0000000000000102	optimal	Non-essential
EHJ94480_1	UREAabcpp	0.2902343858032029	0.2902343858032058	1.0000000000000102	optimal	Non-essential
EHJ91134_1	PPCK	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ91267_1	PSD120;PSD141;PSD161	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ91649_1	ACCOAC	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ91707_1	AHCYSNS;MTAN	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ91930_1	METDabcpp;METabcpp	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ91942_1	PC2DHG;SHCHF;UPP3MT	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ92004_1	GAPD	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
